-0.012031771	-0.0046024416	-0.0014711536	-0.015825326	0.008522806	-0.0068443194	0.010929952	0.0008703228	0.015536823	-0.013031061	-0.0011906677	-0.024208786	-0.0027096986	-0.012916754	-0.02892282	-0.010077479	-0.003391646	0.026090007	-0.008998965	-0.014972678	-0.010109368	0.016984766	0.0024095015	0.010071461	-0.010465749	-0.014085734	-0.0033746662	-0.002762131	0.0035020295	0.015377776	-0.003863	-0.019878756	-0.018347563	-0.0064353747	0.033722255	0.014282057	-0.01598503	-0.0024386672	-0.0029624216	0.005237252	-0.014006183	-0.02469303	-0.0021764531	0.011905056	0.001726585	0.0007849632	0.012325399	0.005735196	0.011781503	0.015055491
0.007439437	-0.0048203967	0.0037537955	0.0034107952	0.006625229	-0.005227694	-0.0010615482	0.000997774	0.00059005694	0.0008865938	0.0078027644	-0.0041575367	0.008539485	0.004737241	-0.003339142	-0.0016442835	-0.00047841392	0.0077627357	-0.0018901129	0.0009141234	-0.00390404	0.0006768557	0.00055417506	0.010556354	0.00073958514	0.0032477598	0.0059350547	0.00093143946	0.0069696293	0.00838235	0.001335559	-0.008065874	-0.0016914175	-0.0073086782	-0.0058371285	0.0068908716	0.0019540107	-0.005873533	0.0047790958	0.0021491197	0.002014491	0.0044104	-0.001230014	0.0009580086	-0.0068089594	-0.0034006368	0.008057987	-0.0045308885	-0.008889964	-0.0063010347
0.0020020043	-0.006975707	0.006419418	0.0044596256	0.003851595	-0.0052115866	-0.001485331	-0.00992273	-0.00759745	0.008967442	0.00694318	0.005502045	0.0057629244	0.0012199362	0.0037271196	0.0041436707	-0.004362924	-0.006958987	-0.004173525	-0.0055693453	-0.010768234	-0.0034196938	-0.0069138207	0.005057214	-0.0033161915	0.0058392733	-0.008535643	0.0057174414	0.008652236	-0.0053194202	-0.0032244087	0.0023771122	-0.010834293	0.00037361434	0.0030131189	0.0055169375	-0.004335204	-0.0049119424	0.009540724	-0.004216866	0.0037761824	-0.0063068355	0.005375781	-0.00071063946	0.001072854	0.0010541491	-0.003171862	0.0072988467	0.008840948	-0.0025150084
0.0027134712	0.0041137743	-0.009576546	-0.00087943126	-0.008528376	0.001360524	0.0005861045	-0.00241484	-0.0037963209	-0.0031797807	0.00901176	-0.007087266	-0.002403706	0.009155903	-0.0029853908	0.0046879156	0.0097551765	0.004137285	0.0016009269	-0.0058928854	-0.00679412	-0.0041555422	0.008440784	0.0036902882	-0.0033008466	-0.005939687	0.009387666	-0.0012739573	-0.00513061	-0.005990588	-0.0031074632	0.0020544454	0.00379552	-0.004881221	0.0018602195	0.0070321877	-0.0031589211	0.008801094	-0.0063732304	0.0003500738	0.0065926835	-0.0030328766	-0.002479729	0.0011494721	0.009830449	0.009326232	-0.0005773621	-0.008693241	-0.0056210174	-0.0066253883
-0.1330226	-0.052222922	-0.09325691	-0.342414	0.04417359	-0.10412976	0.1878188	-0.05456789	0.225301	-0.04196576	0.007673641	-0.33359504	-0.07747479	-0.34005836	-0.29138976	-0.14180458	-0.035828136	0.39301386	-0.13209255	-0.15921755	-0.20243214	0.08823719	0.024564834	0.29808983	-0.13162838	-0.2790559	0.07676624	-0.05858144	0.10595407	0.327781	-0.06122157	-0.25226197	-0.31629962	-0.04994811	0.33374795	0.18325353	-0.12981206	0.0795622	-0.024307441	0.14733523	-0.116128966	-0.30739412	-0.12740493	0.21149465	0.09530301	0.044551805	0.2354232	-0.03776573	0.044643264	0.09765314
-0.13969158	-0.0672188	-0.103087775	-0.3014524	0.028140197	-0.12538074	0.15186435	-0.047541987	0.22661786	-0.06668825	-0.008878824	-0.3450155	-0.056289744	-0.32654995	-0.29469362	-0.13301578	-0.05730521	0.35805273	-0.13879347	-0.20425537	-0.21634787	0.09317637	0.020220445	0.26805255	-0.12323824	-0.30805364	0.081447884	-0.05884062	0.123220414	0.2946674	-0.025310056	-0.26635146	-0.25496036	-0.071266145	0.34226006	0.15542892	-0.118646696	0.087923504	-0.03679025	0.1573319	-0.09701239	-0.26857787	-0.15227263	0.20227571	0.12422168	0.02253079	0.2091943	-0.03752213	0.02104508	0.07282746
-0.15634649	-0.086312	-0.115218475	-0.40715346	0.03760319	-0.14701518	0.21039546	-0.07970731	0.2611421	-0.05715244	-0.028633308	-0.42149615	-0.061568305	-0.3666862	-0.34890896	-0.15495844	-0.057880003	0.43198693	-0.18164173	-0.21234566	-0.2438803	0.12806983	0.048964627	0.34284773	-0.18585028	-0.34202176	0.10329786	-0.063865446	0.13541773	0.36549073	-0.052341007	-0.29117963	-0.34859428	-0.0744891	0.40988728	0.22082241	-0.18339089	0.10297034	-0.023539145	0.16722767	-0.12830819	-0.3507596	-0.15152012	0.26434547	0.12218283	0.04144899	0.25872877	-0.046514746	0.07049929	0.097525835
-0.09435969	-0.0571478	-0.07867511	-0.24106145	0.025747001	-0.09831535	0.11806432	-0.0538617	0.15774173	-0.05254014	-0.0021634977	-0.2703242	-0.042285748	-0.22668432	-0.21820612	-0.10225413	-0.026305282	0.27559438	-0.1177408	-0.14446993	-0.1604658	0.0816466	0.03494678	0.21106817	-0.117607236	-0.21883619	0.06923518	-0.03894803	0.08126573	0.24066645	-0.031990197	-0.18596432	-0.21782729	-0.04871567	0.25180238	0.13703944	-0.10399116	0.05219205	-0.03259515	0.09861351	-0.07116094	-0.21008629	-0.09915822	0.15934286	0.07158643	0.034996107	0.14810485	-0.017663896	0.032306366	0.06761908
-0.03292488	-0.017865578	-0.026029091	-0.10203068	0.005155396	-0.03078823	0.047122158	-0.028860925	0.072406426	-0.01732063	0.0054849735	-0.093031235	-0.016503822	-0.09993533	-0.07855456	-0.035232775	-0.022411125	0.115243405	-0.04600718	-0.052906208	-0.05687853	0.03851578	0.020495418	0.08768525	-0.0369676	-0.0841255	0.029597154	-0.01572575	0.020679884	0.09399143	-0.020412648	-0.07803162	-0.09186599	-0.03080545	0.09567809	0.061959285	-0.050027095	0.018030468	-0.0011112283	0.031080147	-0.03568535	-0.078344434	-0.03476239	0.062438093	0.031938896	0.012987682	0.06423952	-0.011508936	0.009083193	0.020246074
-0.0125883	-0.0042053424	-0.007318638	-0.01483695	-0.0005172082	-0.0007842835	0.015641343	-0.00025854324	0.007833837	-0.0019290125	0.001890558	-0.013504808	-0.011884877	-0.008065608	-0.018182563	-0.008887504	-0.0077070724	0.013388816	-0.00026347133	-0.0064748656	8.6828346e-05	0.0032979774	0.0036297454	0.0012730218	-0.0009878153	-0.011439175	0.00028155526	0.0040504998	0.012688129	0.017375065	-0.003316009	-0.017791376	-0.011735229	0.0063881646	0.017112492	0.015576965	-0.007065118	0.011433112	0.003487398	0.014403061	-0.0017378265	-0.0036241163	-0.006841575	0.0075450763	-0.0045780377	0.010204073	0.0011992927	0.0014628645	0.001396913	0.0005202848
